name,medal_type,medal_date,gender,birth_date,country,discipline,event,lat,long
KARLSSON Lovisa,BRONZE,2024-08-08,FEMININO,1995-05-24,Sweden,Sailing,Mixed Dinghy,60.128161,18.643501
TITA Ruggero,OURO,2024-08-08,MASCULINO,1992-03-20,Italy,Sailing,Mixed Multihull,41.87194,12.56738
BANTI Caterina Marianna,OURO,2024-08-08,FEMININO,1987-06-13,Italy,Sailing,Mixed Multihull,41.87194,12.56738
MAJDALANI Mateo,PRATA,2024-08-08,MASCULINO,1994-07-15,Argentina,Sailing,Mixed Multihull,-38.416097,-63.616672
BOSCO Eugenia,PRATA,2024-08-08,FEMININO,1997-06-12,Argentina,Sailing,Mixed Multihull,-38.416097,-63.616672
WILKINSON Micah,BRONZE,2024-08-08,MASCULINO,1996-02-06,New Zealand,Sailing,Mixed Multihull,-40.900557,174.885971
DAWSON Erica,BRONZE,2024-08-08,FEMININO,1994-07-24,New Zealand,Sailing,Mixed Multihull,-40.900557,174.885971
ADJIBI Eliezer,OURO,2024-08-09,MASCULINO,2000-09-23,Canada,Athletics,Men's 4 x 100m Relay,56.130366,-106.346771
ASEMOTA Duan,OURO,2024-08-09,MASCULINO,1996-08-29,Canada,Athletics,Men's 4 x 100m Relay,56.130366,-106.346771
BLAKE Jerome,OURO,2024-08-09,MASCULINO,1995-08-18,Canada,Athletics,Men's 4 x 100m Relay,56.130366,-106.346771
BROWN Aaron,OURO,2024-08-09,MASCULINO,1992-05-27,Canada,Athletics,Men's 4 x 100m Relay,56.130366,-106.346771
De GRASSE Andre,OURO,2024-08-09,MASCULINO,1994-11-10,Canada,Athletics,Men's 4 x 100m Relay,56.130366,-106.346771
RODNEY Brendon,OURO,2024-08-09,MASCULINO,1992-04-09,Canada,Athletics,Men's 4 x 100m Relay,56.130366,-106.346771
MASWANGANYI Shaun,PRATA,2024-08-09,MASCULINO,2001-02-01,South Africa,Athletics,Men's 4 x 100m Relay,-30.559482,22.937506
NKOANA Bradley,PRATA,2024-08-09,MASCULINO,2005-01-27,South Africa,Athletics,Men's 4 x 100m Relay,-30.559482,22.937506
RICHARDSON Benjamin,PRATA,2024-08-09,MASCULINO,2003-12-19,South Africa,Athletics,Men's 4 x 100m Relay,-30.559482,22.937506
SIMBINE Akani,PRATA,2024-08-09,MASCULINO,1993-09-21,South Africa,Athletics,Men's 4 x 100m Relay,-30.559482,22.937506
WALAZA Bayanda,PRATA,2024-08-09,MASCULINO,2006-02-09,South Africa,Athletics,Men's 4 x 100m Relay,-30.559482,22.937506
AZU Jeremiah,BRONZE,2024-08-09,MASCULINO,2001-05-15,Great Britain,Athletics,Men's 4 x 100m Relay,55.378051,-3.435973
HINCHLIFFE Louie,BRONZE,2024-08-09,MASCULINO,2002-07-18,Great Britain,Athletics,Men's 4 x 100m Relay,55.378051,-3.435973
HUGHES Zharnel,BRONZE,2024-08-09,MASCULINO,1995-07-13,Great Britain,Athletics,Men's 4 x 100m Relay,55.378051,-3.435973
KILTY Richard,BRONZE,2024-08-09,MASCULINO,1989-09-02,Great Britain,Athletics,Men's 4 x 100m Relay,55.378051,-3.435973
MITCHELL-BLAKE Nethaneel,BRONZE,2024-08-09,MASCULINO,1994-04-02,Great Britain,Athletics,Men's 4 x 100m Relay,55.378051,-3.435973
DAVIS Tamari,OURO,2024-08-09,FEMININO,2003-02-15,United States,Athletics,Women's 4 x 100m Relay,38.7945952,-106.5348379
HOBBS Aleia,OURO,2024-08-09,FEMININO,1996-02-24,United States,Athletics,Women's 4 x 100m Relay,38.7945952,-106.5348379
JEFFERSON Melissa,OURO,2024-08-09,FEMININO,2001-02-21,United States,Athletics,Women's 4 x 100m Relay,38.7945952,-106.5348379
RICHARDSON Sha'carri,OURO,2024-08-09,FEMININO,2000-03-25,United States,Athletics,Women's 4 x 100m Relay,38.7945952,-106.5348379
TERRY Twanisha,OURO,2024-08-09,FEMININO,1999-01-24,United States,Athletics,Women's 4 x 100m Relay,38.7945952,-106.5348379
THOMAS Gabrielle,OURO,2024-08-09,FEMININO,1996-12-07,United States,Athletics,Women's 4 x 100m Relay,38.7945952,-106.5348379
ASHER-SMITH Dina,PRATA,2024-08-09,FEMININO,1995-12-04,Great Britain,Athletics,Women's 4 x 100m Relay,55.378051,-3.435973
HENRY Desiree,PRATA,2024-08-09,FEMININO,1995-08-26,Great Britain,Athletics,Women's 4 x 100m Relay,55.378051,-3.435973
HUNT Amy,PRATA,2024-08-09,FEMININO,2002-05-15,Great Britain,Athletics,Women's 4 x 100m Relay,55.378051,-3.435973
LANSIQUOT Imani,PRATA,2024-08-09,FEMININO,1997-12-17,Great Britain,Athletics,Women's 4 x 100m Relay,55.378051,-3.435973
NEITA Daryll,PRATA,2024-08-09,FEMININO,1996-08-29,Great Britain,Athletics,Women's 4 x 100m Relay,55.378051,-3.435973
WILLIAMS Bianca,PRATA,2024-08-09,FEMININO,1993-12-18,Great Britain,Athletics,Women's 4 x 100m Relay,55.378051,-3.435973
BURGHARDT Alexandra,BRONZE,2024-08-09,FEMININO,1994-04-28,Germany,Athletics,Women's 4 x 100m Relay,51.165691,10.451526
HAASE Rebekka,BRONZE,2024-08-09,FEMININO,1993-01-02,Germany,Athletics,Women's 4 x 100m Relay,51.165691,10.451526
JUNK Sophia,BRONZE,2024-08-09,FEMININO,1999-03-01,Germany,Athletics,Women's 4 x 100m Relay,51.165691,10.451526
LUECKENKEMPER Gina,BRONZE,2024-08-09,FEMININO,1996-11-21,Germany,Athletics,Women's 4 x 100m Relay,51.165691,10.451526
MAYER Lisa,BRONZE,2024-08-09,FEMININO,1996-05-02,Germany,Athletics,Women's 4 x 100m Relay,51.165691,10.451526
SILVA RAMOS Ana Patricia,OURO,2024-08-09,FEMININO,1997-09-29,Brazil,Beach Volleyball,Women,-14.235004,-51.92528
SANTOS LISBOA Eduarda,OURO,2024-08-09,FEMININO,1998-08-01,Brazil,Beach Volleyball,Women,-14.235004,-51.92528
HUMANA-PAREDES Melissa,PRATA,2024-08-09,FEMININO,1992-10-10,Canada,Beach Volleyball,Women,56.130366,-106.346771
WILKERSON Brandie,PRATA,2024-08-09,FEMININO,1992-07-01,Canada,Beach Volleyball,Women,56.130366,-106.346771
HUEBERLI Tanja,BRONZE,2024-08-09,FEMININO,1992-08-27,Switzerland,Beach Volleyball,Women,46.818188,8.227512
BRUNNER Nina,BRONZE,2024-08-09,FEMININO,1995-10-14,Switzerland,Beach Volleyball,Women,46.818188,8.227512
SCHOPF Jacob,OURO,2024-08-09,MASCULINO,1999-06-08,Germany,Canoe Sprint,Men's Kayak Double 500m,51.165691,10.451526
LEMKE Max,OURO,2024-08-09,MASCULINO,1996-12-02,Germany,Canoe Sprint,Men's Kayak Double 500m,51.165691,10.451526
NADAS Bence,PRATA,2024-08-09,MASCULINO,1996-04-17,Hungary,Canoe Sprint,Men's Kayak Double 500m,47.162494,19.503304
TOTKA Sandor,PRATA,2024-08-09,MASCULINO,1994-07-27,Hungary,Canoe Sprint,Men's Kayak Double 500m,47.162494,19.503304
van der WESTHUYZEN Jean,BRONZE,2024-08-09,MASCULINO,1998-12-09,Australia,Canoe Sprint,Men's Kayak Double 500m,-25.274398,133.775136
GREEN Tom,BRONZE,2024-08-09,MASCULINO,1999-06-03,Australia,Canoe Sprint,Men's Kayak Double 500m,-25.274398,133.775136
XU Shixiao,OURO,2024-08-09,FEMININO,1992-02-16,China,Canoe Sprint,Women's Canoe Double 500m,35.86166,104.195397
SUN Mengya,OURO,2024-08-09,FEMININO,2001-05-03,China,Canoe Sprint,Women's Canoe Double 500m,35.86166,104.195397
LUZAN Liudmyla,PRATA,2024-08-09,FEMININO,1997-03-27,Ukraine,Canoe Sprint,Women's Canoe Double 500m,48.379433,31.16558
RYBACHOK Anastasiia,PRATA,2024-08-09,FEMININO,1998-04-13,Ukraine,Canoe Sprint,Women's Canoe Double 500m,48.379433,31.16558
MACKENZIE Sloan,BRONZE,2024-08-09,FEMININO,2002-05-16,Canada,Canoe Sprint,Women's Canoe Double 500m,56.130366,-106.346771
VINCENT Katie,BRONZE,2024-08-09,FEMININO,1996-03-12,Canada,Canoe Sprint,Women's Canoe Double 500m,56.130366,-106.346771
CARRINGTON Lisa,OURO,2024-08-09,FEMININO,1989-06-23,New Zealand,Canoe Sprint,Women's Kayak Double 500m,-40.900557,174.885971
HOSKIN Alicia,OURO,2024-08-09,FEMININO,2000-02-06,New Zealand,Canoe Sprint,Women's Kayak Double 500m,-40.900557,174.885971
CSIPES Tamara,PRATA,2024-08-09,FEMININO,1989-08-24,Hungary,Canoe Sprint,Women's Kayak Double 500m,47.162494,19.503304
GAZSO Alida Dora,PRATA,2024-08-09,FEMININO,2000-04-18,Hungary,Canoe Sprint,Women's Kayak Double 500m,47.162494,19.503304
PASZEK Paulina,BRONZE,2024-08-09,FEMININO,1997-10-26,Germany,Canoe Sprint,Women's Kayak Double 500m,51.165691,10.451526
HAKE Jule Marie,BRONZE,2024-08-09,FEMININO,1999-09-24,Germany,Canoe Sprint,Women's Kayak Double 500m,51.165691,10.451526
PUPP Noemi,BRONZE,2024-08-09,FEMININO,1998-07-28,Hungary,Canoe Sprint,Women's Kayak Double 500m,47.162494,19.503304
FOJT Sara,BRONZE,2024-08-09,FEMININO,2003-12-03,Hungary,Canoe Sprint,Women's Kayak Double 500m,47.162494,19.503304
GUAZZINI Vittoria,OURO,2024-08-09,FEMININO,2000-12-26,Italy,Cycling Track,Women's Madison,41.87194,12.56738
CONSONNI Chiara,OURO,2024-08-09,FEMININO,1999-06-24,Italy,Cycling Track,Women's Madison,41.87194,12.56738
EVANS Neah,PRATA,2024-08-09,FEMININO,1990-08-01,Great Britain,Cycling Track,Women's Madison,55.378051,-3.435973
BARKER Elinor,PRATA,2024-08-09,FEMININO,1994-09-07,Great Britain,Cycling Track,Women's Madison,55.378051,-3.435973
van BELLE Lisa,BRONZE,2024-08-09,FEMININO,2004-01-30,Netherlands,Cycling Track,Women's Madison,52.132633,5.291266
van der DUIN Maike,BRONZE,2024-08-09,FEMININO,2001-09-12,Netherlands,Cycling Track,Women's Madison,52.132633,5.291266
TENAS Arnau,OURO,2024-08-09,MASCULINO,2001-05-30,Spain,Football,Men,40.463667,-3.74922
PUBILL Marc,OURO,2024-08-09,MASCULINO,2003-06-20,Spain,Football,Men,40.463667,-3.74922
MIRANDA Juan,OURO,2024-08-09,MASCULINO,2000-01-19,Spain,Football,Men,40.463667,-3.74922
GARCIA Eric,OURO,2024-08-09,MASCULINO,2001-01-09,Spain,Football,Men,40.463667,-3.74922
CUBARSI Pau,OURO,2024-08-09,MASCULINO,2007-01-22,Spain,Football,Men,40.463667,-3.74922
BARRIOS Pablo,OURO,2024-08-09,MASCULINO,2003-06-15,Spain,Football,Men,40.463667,-3.74922
LOPEZ Diego,OURO,2024-08-09,MASCULINO,2002-05-13,Spain,Football,Men,40.463667,-3.74922
TURRIENTES Benat,OURO,2024-08-09,MASCULINO,2002-01-31,Spain,Football,Men,40.463667,-3.74922
RUIZ Abel,OURO,2024-08-09,MASCULINO,2000-01-28,Spain,Football,Men,40.463667,-3.74922
BAENA Alex,OURO,2024-08-09,MASCULINO,2001-07-20,Spain,Football,Men,40.463667,-3.74922
LOPEZ Fermin,OURO,2024-08-09,MASCULINO,2003-05-11,Spain,Football,Men,40.463667,-3.74922
PACHECO Jon,OURO,2024-08-09,MASCULINO,2001-01-08,Spain,Football,Men,40.463667,-3.74922
GARCIA Joan,OURO,2024-08-09,MASCULINO,2001-05-04,Spain,Football,Men,40.463667,-3.74922
OROZ Aimar,OURO,2024-08-09,MASCULINO,2001-11-27,Spain,Football,Men,40.463667,-3.74922
GUTIERREZ Miguel,OURO,2024-08-09,MASCULINO,2001-07-27,Spain,Football,Men,40.463667,-3.74922
BERNABE Adrian,OURO,2024-08-09,MASCULINO,2001-05-26,Spain,Football,Men,40.463667,-3.74922
GOMEZ Sergio,OURO,2024-08-09,MASCULINO,2000-09-04,Spain,Football,Men,40.463667,-3.74922
OMORODION Samu,OURO,2024-08-09,MASCULINO,2004-05-05,Spain,Football,Men,40.463667,-3.74922
MOSQUERA Cristhian,OURO,2024-08-09,MASCULINO,2004-06-27,Spain,Football,Men,40.463667,-3.74922
SANCHEZ Juanlu,OURO,2024-08-09,MASCULINO,2003-08-15,Spain,Football,Men,40.463667,-3.74922
CAMELLO Sergio,OURO,2024-08-09,MASCULINO,2001-02-10,Spain,Football,Men,40.463667,-3.74922
ITURBE Alejandro,OURO,2024-08-09,MASCULINO,2003-09-02,Spain,Football,Men,40.463667,-3.74922
NKAMBADIO Obed,PRATA,2024-08-09,MASCULINO,2003-02-07,France,Football,Men,46.227638,2.213749
LUKEBA Castello,PRATA,2024-08-09,MASCULINO,2002-12-17,France,Football,Men,46.227638,2.213749
TRUFFERT Adrien,PRATA,2024-08-09,MASCULINO,2001-11-20,France,Football,Men,46.227638,2.213749
BADE Loic,PRATA,2024-08-09,MASCULINO,2000-04-11,France,Football,Men,46.227638,2.213749
SILDILLIA Kiliann,PRATA,2024-08-09,MASCULINO,2002-05-16,France,Football,Men,46.227638,2.213749
KONE Manu,PRATA,2024-08-09,MASCULINO,2001-05-17,France,Football,Men,46.227638,2.213749
OLISE Michael,PRATA,2024-08-09,MASCULINO,2001-12-12,France,Football,Men,46.227638,2.213749
AKLIOUCHE Maghnes,PRATA,2024-08-09,MASCULINO,2002-02-25,France,Football,Men,46.227638,2.213749
KALIMUENDO Arnaud,PRATA,2024-08-09,MASCULINO,2002-01-20,France,Football,Men,46.227638,2.213749
LACAZETTE Alexandre,PRATA,2024-08-09,MASCULINO,1991-05-28,France,Football,Men,46.227638,2.213749
DOUE Desire,PRATA,2024-08-09,MASCULINO,2005-06-03,France,Football,Men,46.227638,2.213749
MILLOT Enzo,PRATA,2024-08-09,MASCULINO,2002-07-17,France,Football,Men,46.227638,2.213749
CHOTARD Joris,PRATA,2024-08-09,MASCULINO,2001-09-24,France,Football,Men,46.227638,2.213749
MATETA Jean-Philippe,PRATA,2024-08-09,MASCULINO,1997-06-28,France,Football,Men,46.227638,2.213749
LOCKO Bradley,PRATA,2024-08-09,MASCULINO,2002-05-06,France,Football,Men,46.227638,2.213749
RESTES Guillaume,PRATA,2024-08-09,MASCULINO,2005-03-11,France,Football,Men,46.227638,2.213749
MAGASSA Soungoutou,PRATA,2024-08-09,MASCULINO,2003-10-08,France,Football,Men,46.227638,2.213749
CHERKI Rayan,PRATA,2024-08-09,MASCULINO,2003-08-17,France,Football,Men,46.227638,2.213749
MATSIMA Chrislain,PRATA,2024-08-09,MASCULINO,2002-05-15,France,Football,Men,46.227638,2.213749
DIOUF Andy,PRATA,2024-08-09,MASCULINO,2003-05-17,France,Football,Men,46.227638,2.213749
LEPENANT Johann,PRATA,2024-08-09,MASCULINO,2002-10-22,France,Football,Men,46.227638,2.213749
FROHMS Merle,BRONZE,2024-08-09,FEMININO,1995-01-28,Germany,Football,Women,51.165691,10.451526
LINDER Sarai,BRONZE,2024-08-09,FEMININO,1999-10-26,Germany,Football,Women,51.165691,10.451526
HENDRICH Kathrin,BRONZE,2024-08-09,FEMININO,1992-04-06,Germany,Football,Women,51.165691,10.451526
SCHULZE SOLANO Bibiane,BRONZE,2024-08-09,FEMININO,1998-11-12,Germany,Football,Women,51.165691,10.451526
HEGERING Marina,BRONZE,2024-08-09,FEMININO,1990-04-17,Germany,Football,Women,51.165691,10.451526
MINGE Janina,BRONZE,2024-08-09,FEMININO,1999-06-11,Germany,Football,Women,51.165691,10.451526
SCHUELLER Lea,BRONZE,2024-08-09,FEMININO,1997-11-12,Germany,Football,Women,51.165691,10.451526
LOHMANN Sydney,BRONZE,2024-08-09,FEMININO,2000-06-19,Germany,Football,Women,51.165691,10.451526
NUESKEN Sjoeke,BRONZE,2024-08-09,FEMININO,2001-01-22,Germany,Football,Women,51.165691,10.451526
FREIGANG Laura,BRONZE,2024-08-09,FEMININO,1998-02-01,Germany,Football,Women,51.165691,10.451526
POPP Alexandra,BRONZE,2024-08-09,FEMININO,1991-04-06,Germany,Football,Women,51.165691,10.451526
BERGER Ann-Katrin,BRONZE,2024-08-09,FEMININO,1990-10-09,Germany,Football,Women,51.165691,10.451526
DOORSOUN Sara,BRONZE,2024-08-09,FEMININO,1991-11-17,Germany,Football,Women,51.165691,10.451526
SENSS Elisa,BRONZE,2024-08-09,FEMININO,1997-10-01,Germany,Football,Women,51.165691,10.451526
GWINN Giulia,BRONZE,2024-08-09,FEMININO,1999-07-02,Germany,Football,Women,51.165691,10.451526
BRAND Jule,BRONZE,2024-08-09,FEMININO,2002-10-16,Germany,Football,Women,51.165691,10.451526
BUEHL Klara,BRONZE,2024-08-09,FEMININO,2000-12-07,Germany,Football,Women,51.165691,10.451526
ENDEMANN Vivien,BRONZE,2024-08-09,FEMININO,2001-08-07,Germany,Football,Women,51.165691,10.451526
RAUCH Felicitas,BRONZE,2024-08-09,FEMININO,1996-04-30,Germany,Football,Women,51.165691,10.451526
ANYOMI Nicole,BRONZE,2024-08-09,FEMININO,2000-02-10,Germany,Football,Women,51.165691,10.451526
VEENENDAAL Anne,OURO,2024-08-09,FEMININO,1995-09-07,Netherlands,Hockey,Women,52.132633,5.291266
FOKKE Luna Noa,OURO,2024-08-09,FEMININO,2001-03-09,Netherlands,Hockey,Women,52.132633,5.291266
MOES Freeke,OURO,2024-08-09,FEMININO,1998-11-29,Netherlands,Hockey,Women,52.132633,5.291266
POST Lisa,OURO,2024-08-09,FEMININO,1999-01-27,Netherlands,Hockey,Women,52.132633,5.291266
de WAARD Xan,OURO,2024-08-09,FEMININO,1995-11-08,Netherlands,Hockey,Women,52.132633,5.291266
JANSEN Yibbi,OURO,2024-08-09,FEMININO,1999-11-18,Netherlands,Hockey,Women,52.132633,5.291266
van LAARHOVEN Renee,OURO,2024-08-09,FEMININO,1997-10-15,Netherlands,Hockey,Women,52.132633,5.291266
ALBERS Felice,OURO,2024-08-09,FEMININO,1999-12-27,Netherlands,Hockey,Women,52.132633,5.291266
VERSCHOOR Maria,OURO,2024-08-09,FEMININO,1994-04-22,Netherlands,Hockey,Women,52.132633,5.291266
KOOLEN Sanne,OURO,2024-08-09,FEMININO,1996-03-23,Netherlands,Hockey,Women,52.132633,5.291266
MATLA Frederique,OURO,2024-08-09,FEMININO,1996-12-28,Netherlands,Hockey,Women,52.132633,5.291266
BURG Joosje,OURO,2024-08-09,FEMININO,1997-07-29,Netherlands,Hockey,Women,52.132633,5.291266
JOCHEMS Marleen,OURO,2024-08-09,FEMININO,2000-01-24,Netherlands,Hockey,Women,52.132633,5.291266
SANDERS Pien,OURO,2024-08-09,FEMININO,1998-06-11,Netherlands,Hockey,Women,52.132633,5.291266
VEEN Marijn,OURO,2024-08-09,FEMININO,1996-11-18,Netherlands,Hockey,Women,52.132633,5.291266
NUNNINK Laura,OURO,2024-08-09,FEMININO,1995-01-26,Netherlands,Hockey,Women,52.132633,5.291266
DICKE Pien,OURO,2024-08-09,FEMININO,1999-08-28,Netherlands,Hockey,Women,52.132633,5.291266
YE Jiao,PRATA,2024-08-09,FEMININO,1994-10-21,China,Hockey,Women,35.86166,104.195397
GU Bingfeng,PRATA,2024-08-09,FEMININO,1994-01-25,China,Hockey,Women,35.86166,104.195397
YANG Liu,PRATA,2024-08-09,FEMININO,1998-09-01,China,Hockey,Women,35.86166,104.195397
ZHANG Ying,PRATA,2024-08-09,FEMININO,1998-08-29,China,Hockey,Women,35.86166,104.195397
CHEN Yi,PRATA,2024-08-09,FEMININO,1997-01-28,China,Hockey,Women,35.86166,104.195397
MA Ning,PRATA,2024-08-09,FEMININO,2000-09-29,China,Hockey,Women,35.86166,104.195397
LI Hong,PRATA,2024-08-09,FEMININO,1999-05-31,China,Hockey,Women,35.86166,104.195397
OU Zixia,PRATA,2024-08-09,FEMININO,1995-09-24,China,Hockey,Women,35.86166,104.195397
DAN Wen,PRATA,2024-08-09,FEMININO,1999-06-14,China,Hockey,Women,35.86166,104.195397
ZOU Meirong,PRATA,2024-08-09,FEMININO,2000-09-01,China,Hockey,Women,35.86166,104.195397
HE Jiangxin,PRATA,2024-08-09,FEMININO,1997-08-19,China,Hockey,Women,35.86166,104.195397
FAN Yunxia,PRATA,2024-08-09,FEMININO,2002-12-07,China,Hockey,Women,35.86166,104.195397
CHEN Yang,PRATA,2024-08-09,FEMININO,1997-02-15,China,Hockey,Women,35.86166,104.195397
XU Wenyu,PRATA,2024-08-09,FEMININO,1995-12-06,China,Hockey,Women,35.86166,104.195397
ZHONG Jiaqi,PRATA,2024-08-09,FEMININO,1999-09-23,China,Hockey,Women,35.86166,104.195397
TAN Jinzhuang,PRATA,2024-08-09,FEMININO,2003-01-27,China,Hockey,Women,35.86166,104.195397
YU Anhui,PRATA,2024-08-09,FEMININO,2001-04-30,China,Hockey,Women,35.86166,104.195397
TOCCALINO Sofia,BRONZE,2024-08-09,FEMININO,1997-03-20,Argentina,Hockey,Women,-38.416097,-63.616672
GORZELANY Agustina,BRONZE,2024-08-09,FEMININO,1996-03-11,Argentina,Hockey,Women,-38.416097,-63.616672
RAPOSO RUIZ de los LLANOS Valentina,BRONZE,2024-08-09,FEMININO,2003-01-28,Argentina,Hockey,Women,-38.416097,-63.616672
ALONSO Agostina,BRONZE,2024-08-09,FEMININO,1995-10-01,Argentina,Hockey,Women,-38.416097,-63.616672
ALBERTARRIO Agustina,BRONZE,2024-08-09,FEMININO,1993-01-01,Argentina,Hockey,Women,-38.416097,-63.616672
GRANATTO Maria,BRONZE,2024-08-09,FEMININO,1995-04-21,Argentina,Hockey,Women,-38.416097,-63.616672
COSENTINO Cristina,BRONZE,2024-08-09,FEMININO,1997-12-22,Argentina,Hockey,Women,-38.416097,-63.616672
SANCHEZ MOCCIA Rocio,BRONZE,2024-08-09,FEMININO,1988-08-02,Argentina,Hockey,Women,-38.416097,-63.616672
SAUZE VALDEZ Victoria,BRONZE,2024-08-09,FEMININO,1991-07-21,Argentina,Hockey,Women,-38.416097,-63.616672
CAIRO Sofia,BRONZE,2024-08-09,FEMININO,2002-10-08,Argentina,Hockey,Women,-38.416097,-63.616672
TRINCHINETTI Eugenia,BRONZE,2024-08-09,FEMININO,1997-07-17,Argentina,Hockey,Women,-38.416097,-63.616672
CASAS Lara,BRONZE,2024-08-09,FEMININO,2004-06-22,Argentina,Hockey,Women,-38.416097,-63.616672
CASTELLARO MORELLO Juana,BRONZE,2024-08-09,FEMININO,2005-03-29,Argentina,Hockey,Women,-38.416097,-63.616672
CAMPOY Maria,BRONZE,2024-08-09,FEMININO,1990-10-06,Argentina,Hockey,Women,-38.416097,-63.616672
JANKUNAS Julieta,BRONZE,2024-08-09,FEMININO,1999-01-20,Argentina,Hockey,Women,-38.416097,-63.616672
DIAZ de ARMAS Zoe,BRONZE,2024-08-09,FEMININO,2006-06-05,Argentina,Hockey,Women,-38.416097,-63.616672
FAN Zhendong,OURO,2024-08-09,MASCULINO,1997-01-22,China,Table Tennis,Men's Team,35.86166,104.195397
MA Long,OURO,2024-08-09,MASCULINO,1988-10-20,China,Table Tennis,Men's Team,35.86166,104.195397
WANG Chuqin,OURO,2024-08-09,MASCULINO,2000-05-11,China,Table Tennis,Men's Team,35.86166,104.195397
KALLBERG Anton,PRATA,2024-08-09,MASCULINO,1997-08-17,Sweden,Table Tennis,Men's Team,60.128161,18.643501
KARLSSON Kristian,PRATA,2024-08-09,MASCULINO,1991-08-06,Sweden,Table Tennis,Men's Team,60.128161,18.643501
MOREGARD Truls,PRATA,2024-08-09,MASCULINO,2002-02-16,Sweden,Table Tennis,Men's Team,60.128161,18.643501
GAUZY Simon,BRONZE,2024-08-09,MASCULINO,1994-10-25,France,Table Tennis,Men's Team,46.227638,2.213749
LEBRUN Alexis,BRONZE,2024-08-09,MASCULINO,2003-08-27,France,Table Tennis,Men's Team,46.227638,2.213749
LEBRUN Felix,BRONZE,2024-08-09,MASCULINO,2006-09-12,France,Table Tennis,Men's Team,46.227638,2.213749
ANDERSON Matthew,BRONZE,2024-08-09,MASCULINO,1987-04-18,United States,Volleyball,Men,38.7945952,-106.5348379
AVERILL Taylor,BRONZE,2024-08-09,MASCULINO,1992-03-05,United States,Volleyball,Men,38.7945952,-106.5348379
CHRISTENSON Micah,BRONZE,2024-08-09,MASCULINO,1993-05-08,United States,Volleyball,Men,38.7945952,-106.5348379
DEFALCO Torey,BRONZE,2024-08-09,MASCULINO,1997-04-10,United States,Volleyball,Men,38.7945952,-106.5348379
HOLT Maxwell,BRONZE,2024-08-09,MASCULINO,1987-03-12,United States,Volleyball,Men,38.7945952,-106.5348379
JAESCHKE Thomas,BRONZE,2024-08-09,MASCULINO,1993-09-04,United States,Volleyball,Men,38.7945952,-106.5348379
JENDRYK II Jeffrey,BRONZE,2024-08-09,MASCULINO,1995-09-15,United States,Volleyball,Men,38.7945952,-106.5348379
MA'A Micah,BRONZE,2024-08-09,MASCULINO,1997-04-16,United States,Volleyball,Men,38.7945952,-106.5348379
MUAGUTUTIA Garrett,BRONZE,2024-08-09,MASCULINO,1988-02-26,United States,Volleyball,Men,38.7945952,-106.5348379
RUSSELL Aaron,BRONZE,2024-08-09,MASCULINO,1993-06-04,United States,Volleyball,Men,38.7945952,-106.5348379
SHOJI Erik,BRONZE,2024-08-09,MASCULINO,1989-08-24,United States,Volleyball,Men,38.7945952,-106.5348379
SMITH David,BRONZE,2024-08-09,MASCULINO,1985-05-15,United States,Volleyball,Men,38.7945952,-106.5348379
ENSING Kyle,BRONZE,2024-08-09,MASCULINO,1997-03-06,United States,Volleyball,Men,38.7945952,-106.5348379
WANG Liuyi,OURO,2024-08-10,FEMININO,1997-01-16,China,Artistic Swimming,Duet,35.86166,104.195397
WANG Qianyi,OURO,2024-08-10,FEMININO,1997-01-16,China,Artistic Swimming,Duet,35.86166,104.195397
SHORTMAN Kate,PRATA,2024-08-10,FEMININO,2001-11-19,Great Britain,Artistic Swimming,Duet,55.378051,-3.435973
THORPE Isabelle,PRATA,2024-08-10,FEMININO,2001-03-04,Great Britain,Artistic Swimming,Duet,55.378051,-3.435973
de BROUWER Bregje,BRONZE,2024-08-10,FEMININO,1999-03-09,Netherlands,Artistic Swimming,Duet,52.132633,5.291266
de BROUWER Noortje,BRONZE,2024-08-10,FEMININO,1999-03-09,Netherlands,Artistic Swimming,Duet,52.132633,5.291266
BAILEY Christopher,OURO,2024-08-10,MASCULINO,2000-05-29,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
BENJAMIN Rai,OURO,2024-08-10,MASCULINO,1997-07-27,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
DEADMON Bryce,OURO,2024-08-10,MASCULINO,1997-03-26,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
HALL Quincy,OURO,2024-08-10,MASCULINO,1998-07-31,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
LINDSEY Courtney,OURO,2024-08-10,MASCULINO,1998-11-18,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
NORMAN Michael,OURO,2024-08-10,MASCULINO,1997-12-03,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
NORWOOD Vernon,OURO,2024-08-10,MASCULINO,1992-04-10,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
WILSON Quincy,OURO,2024-08-10,MASCULINO,2008-01-08,United States,Athletics,Men's 4 x 400m Relay,38.7945952,-106.5348379
EPPIE Lee Bhekempilo,PRATA,2024-08-10,MASCULINO,1999-05-18,Botswana,Athletics,Men's 4 x 400m Relay,-22.328474,24.684866
KEBINATSHIPI Busang Collen,PRATA,2024-08-10,MASCULINO,2004-02-13,Botswana,Athletics,Men's 4 x 400m Relay,-22.328474,24.684866
