name,medal_type,medal_date,gender,birth_date,country,discipline,event,lat,long
OLSON Evan,BRONZE,2024-08-03,MASCULINO,1997-07-26,United States,Rowing,Men's Eight,38.7945952,-106.5348379
QUINTON Pieter,BRONZE,2024-08-03,MASCULINO,1998-02-11,United States,Rowing,Men's Eight,38.7945952,-106.5348379
MILNE Rielly,BRONZE,2024-08-03,MASCULINO,1996-05-31,United States,Rowing,Men's Eight,38.7945952,-106.5348379
RUSU Maria Magdalena,OURO,2024-08-03,FEMININO,1999-09-30,Romania,Rowing,Women's Eight,45.943161,24.96676
ANGHEL Roxana,OURO,2024-08-03,FEMININO,1998-01-01,Romania,Rowing,Women's Eight,45.943161,24.96676
BODNAR Ancuta,OURO,2024-08-03,FEMININO,1998-09-25,Romania,Rowing,Women's Eight,45.943161,24.96676
LEHACI Maria,OURO,2024-08-03,FEMININO,1999-06-28,Romania,Rowing,Women's Eight,45.943161,24.96676
ADAM Adriana,OURO,2024-08-03,FEMININO,1999-04-11,Romania,Rowing,Women's Eight,45.943161,24.96676
BERES Amalia,OURO,2024-08-03,FEMININO,1997-06-18,Romania,Rowing,Women's Eight,45.943161,24.96676
VRINCEANU Ioana,OURO,2024-08-03,FEMININO,1994-03-07,Romania,Rowing,Women's Eight,45.943161,24.96676
RADIS Simona,OURO,2024-08-03,FEMININO,1999-04-05,Romania,Rowing,Women's Eight,45.943161,24.96676
PETREANU Victoria Stefania,OURO,2024-08-03,FEMININO,2003-01-21,Romania,Rowing,Women's Eight,45.943161,24.96676
SEVICK Jessica,PRATA,2024-08-03,FEMININO,1989-07-15,Canada,Rowing,Women's Eight,56.130366,-106.346771
FILMER Caileigh,PRATA,2024-08-03,FEMININO,1996-12-18,Canada,Rowing,Women's Eight,56.130366,-106.346771
MESCHKULEIT Maya,PRATA,2024-08-03,FEMININO,2001-07-28,Canada,Rowing,Women's Eight,56.130366,-106.346771
GRUCHALLA-WESIERSKI Kasia,PRATA,2024-08-03,FEMININO,1991-03-31,Canada,Rowing,Women's Eight,56.130366,-106.346771
WASTENEYS Avalon,PRATA,2024-08-03,FEMININO,1997-08-31,Canada,Rowing,Women's Eight,56.130366,-106.346771
PAYNE Sydney,PRATA,2024-08-03,FEMININO,1997-09-16,Canada,Rowing,Women's Eight,56.130366,-106.346771
WALKER Kristina,PRATA,2024-08-03,FEMININO,1996-05-09,Canada,Rowing,Women's Eight,56.130366,-106.346771
DENT Abby,PRATA,2024-08-03,FEMININO,2002-03-04,Canada,Rowing,Women's Eight,56.130366,-106.346771
KIT Kristen,PRATA,2024-08-03,FEMININO,1988-08-18,Canada,Rowing,Women's Eight,56.130366,-106.346771
LONG Heidi,BRONZE,2024-08-03,FEMININO,1996-11-29,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
McKELLAR Rowan,BRONZE,2024-08-03,FEMININO,1994-05-24,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
DUNFORD Holly,BRONZE,2024-08-03,FEMININO,1999-10-14,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
FORD Emily,BRONZE,2024-08-03,FEMININO,1994-11-08,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
IRWIN Lauren,BRONZE,2024-08-03,FEMININO,1998-08-20,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
STEWART Eve,BRONZE,2024-08-03,FEMININO,1998-01-13,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
TAYLOR Harriet,BRONZE,2024-08-03,FEMININO,1994-02-14,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
CAMPBELL-ORDE Annie,BRONZE,2024-08-03,FEMININO,1995-10-05,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
FIELDMAN Henry,BRONZE,2024-08-03,MASCULINO,1988-11-25,Great Britain,Rowing,Women's Eight,55.378051,-3.435973
SMITH Regan,OURO,2024-08-03,FEMININO,2002-02-09,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
SWANSON Charlie,OURO,2024-08-03,MASCULINO,1998-02-20,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
DRESSEL Caeleb,OURO,2024-08-03,MASCULINO,1996-08-16,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
WEITZEIL Abbey,OURO,2024-08-03,FEMININO,1996-12-03,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
FINK Nic,OURO,2024-08-03,MASCULINO,1993-07-03,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
HUSKE Torri,OURO,2024-08-03,FEMININO,2002-12-07,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
MURPHY Ryan,OURO,2024-08-03,MASCULINO,1995-07-02,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
WALSH Gretchen,OURO,2024-08-03,FEMININO,2003-01-29,United States,Swimming,Mixed 4 x 100m Medley Relay,38.7945952,-106.5348379
XU Jiayu,PRATA,2024-08-03,MASCULINO,1995-08-19,China,Swimming,Mixed 4 x 100m Medley Relay,35.86166,104.195397
TANG Qianting,PRATA,2024-08-03,FEMININO,2004-03-14,China,Swimming,Mixed 4 x 100m Medley Relay,35.86166,104.195397
ZHANG Yufei,PRATA,2024-08-03,FEMININO,1998-04-19,China,Swimming,Mixed 4 x 100m Medley Relay,35.86166,104.195397
PAN Zhanle,PRATA,2024-08-03,MASCULINO,2004-08-04,China,Swimming,Mixed 4 x 100m Medley Relay,35.86166,104.195397
QIN Haiyang,PRATA,2024-08-03,MASCULINO,1999-05-17,China,Swimming,Mixed 4 x 100m Medley Relay,35.86166,104.195397
YANG Junxuan,PRATA,2024-08-03,FEMININO,2002-01-26,China,Swimming,Mixed 4 x 100m Medley Relay,35.86166,104.195397
ANDERSON Iona,BRONZE,2024-08-03,FEMININO,2005-10-03,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
STUBBLETY-COOK Zac,BRONZE,2024-08-03,MASCULINO,1999-01-04,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
McKEON Emma,BRONZE,2024-08-03,FEMININO,1994-05-24,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
CHALMERS Kyle,BRONZE,2024-08-03,MASCULINO,1998-06-25,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
McKEOWN Kaylee,BRONZE,2024-08-03,FEMININO,2001-07-12,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
O'CALLAGHAN Mollie,BRONZE,2024-08-03,FEMININO,2004-04-02,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
TEMPLE Matthew,BRONZE,2024-08-03,MASCULINO,1999-06-20,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
YONG Joshua,BRONZE,2024-08-03,MASCULINO,2001-07-24,Australia,Swimming,Mixed 4 x 100m Medley Relay,-25.274398,133.775136
EBDEN Matthew,OURO,2024-08-03,MASCULINO,1987-11-26,Australia,Tennis,Men's Doubles,-25.274398,133.775136
PEERS John,OURO,2024-08-03,MASCULINO,1988-07-25,Australia,Tennis,Men's Doubles,-25.274398,133.775136
KRAJICEK Austin,PRATA,2024-08-03,MASCULINO,1990-06-16,United States,Tennis,Men's Doubles,38.7945952,-106.5348379
RAM Rajeev,PRATA,2024-08-03,MASCULINO,1984-03-18,United States,Tennis,Men's Doubles,38.7945952,-106.5348379
FRITZ Taylor,BRONZE,2024-08-03,MASCULINO,1997-10-28,United States,Tennis,Men's Doubles,38.7945952,-106.5348379
PAUL Tommy,BRONZE,2024-08-03,MASCULINO,1997-05-17,United States,Tennis,Men's Doubles,38.7945952,-106.5348379
LEE Yang,OURO,2024-08-04,MASCULINO,1995-08-12,Chinese Taipei,Badminton,Men's Doubles,23.69781,120.960515
WANG Chi-Lin,OURO,2024-08-04,MASCULINO,1995-01-18,Chinese Taipei,Badminton,Men's Doubles,23.69781,120.960515
LIANG Wei Keng,PRATA,2024-08-04,MASCULINO,2000-11-30,China,Badminton,Men's Doubles,35.86166,104.195397
WANG Chang,PRATA,2024-08-04,MASCULINO,2001-05-07,China,Badminton,Men's Doubles,35.86166,104.195397
CHIA Aaron,BRONZE,2024-08-04,MASCULINO,1997-02-24,Malaysia,Badminton,Men's Doubles,4.210484,101.975766
SOH Wooi Yik,BRONZE,2024-08-04,MASCULINO,1998-02-17,Malaysia,Badminton,Men's Doubles,4.210484,101.975766
MATSUYAMA Kyosuke,OURO,2024-08-04,MASCULINO,1996-12-19,Japan,Fencing,Men's Foil Team,36.204824,138.252924
IIMURA Kazuki,OURO,2024-08-04,MASCULINO,2003-12-27,Japan,Fencing,Men's Foil Team,36.204824,138.252924
SHIKINE Takahiro,OURO,2024-08-04,MASCULINO,1997-12-07,Japan,Fencing,Men's Foil Team,36.204824,138.252924
NAGANO Yudai,OURO,2024-08-04,MASCULINO,1998-10-15,Japan,Fencing,Men's Foil Team,36.204824,138.252924
BIANCHI Guillaume,PRATA,2024-08-04,MASCULINO,1997-07-30,Italy,Fencing,Men's Foil Team,41.87194,12.56738
MACCHI Filippo,PRATA,2024-08-04,MASCULINO,2001-09-19,Italy,Fencing,Men's Foil Team,41.87194,12.56738
MARINI Tommaso,PRATA,2024-08-04,MASCULINO,2000-04-17,Italy,Fencing,Men's Foil Team,41.87194,12.56738
FOCONI Alessio,PRATA,2024-08-04,MASCULINO,1989-11-22,Italy,Fencing,Men's Foil Team,41.87194,12.56738
LEFORT Enzo,BRONZE,2024-08-04,MASCULINO,1991-09-29,France,Fencing,Men's Foil Team,46.227638,2.213749
PAUTY Maxime,BRONZE,2024-08-04,MASCULINO,1993-06-20,France,Fencing,Men's Foil Team,46.227638,2.213749
MERTINE Julien,BRONZE,2024-08-04,MASCULINO,1988-06-25,France,Fencing,Men's Foil Team,46.227638,2.213749
CHASTANET Maximilien,BRONZE,2024-08-04,MASCULINO,1996-03-15,France,Fencing,Men's Foil Team,46.227638,2.213749
XU Jiayu,OURO,2024-08-04,MASCULINO,1995-08-19,China,Swimming,Men's 4 x 100m Medley Relay,35.86166,104.195397
QIN Haiyang,OURO,2024-08-04,MASCULINO,1999-05-17,China,Swimming,Men's 4 x 100m Medley Relay,35.86166,104.195397
WANG Changhao,OURO,2024-08-04,MASCULINO,2002-08-01,China,Swimming,Men's 4 x 100m Medley Relay,35.86166,104.195397
PAN Zhanle,OURO,2024-08-04,MASCULINO,2004-08-04,China,Swimming,Men's 4 x 100m Medley Relay,35.86166,104.195397
SUN Jiajun,OURO,2024-08-04,MASCULINO,2000-08-01,China,Swimming,Men's 4 x 100m Medley Relay,35.86166,104.195397
ARMSTRONG Hunter,PRATA,2024-08-04,MASCULINO,2001-01-24,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
SWANSON Charlie,PRATA,2024-08-04,MASCULINO,1998-02-20,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
HEILMAN Thomas,PRATA,2024-08-04,MASCULINO,2007-02-07,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
ALEXY Jack,PRATA,2024-08-04,MASCULINO,2003-01-19,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
DRESSEL Caeleb,PRATA,2024-08-04,MASCULINO,1996-08-16,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
FINK Nic,PRATA,2024-08-04,MASCULINO,1993-07-03,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
MURPHY Ryan,PRATA,2024-08-04,MASCULINO,1995-07-02,United States,Swimming,Men's 4 x 100m Medley Relay,38.7945952,-106.5348379
NDOYE-BROUARD Yohann,BRONZE,2024-08-04,MASCULINO,2000-11-29,France,Swimming,Men's 4 x 100m Medley Relay,46.227638,2.213749
MARCHAND Leon,BRONZE,2024-08-04,MASCULINO,2002-05-17,France,Swimming,Men's 4 x 100m Medley Relay,46.227638,2.213749
SECCHI Clement,BRONZE,2024-08-04,MASCULINO,2000-05-04,France,Swimming,Men's 4 x 100m Medley Relay,46.227638,2.213749
FENTE--DAMERS Rafael,BRONZE,2024-08-04,MASCULINO,2006-10-17,France,Swimming,Men's 4 x 100m Medley Relay,46.227638,2.213749
GROUSSET Maxime,BRONZE,2024-08-04,MASCULINO,1999-04-24,France,Swimming,Men's 4 x 100m Medley Relay,46.227638,2.213749
MANAUDOU Florent,BRONZE,2024-08-04,MASCULINO,1990-11-12,France,Swimming,Men's 4 x 100m Medley Relay,46.227638,2.213749
BERKOFF Katharine,OURO,2024-08-04,FEMININO,2001-01-28,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
WEBER Emma,OURO,2024-08-04,FEMININO,2004-01-13,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
SHACKELL Alex,OURO,2024-08-04,FEMININO,2006-11-13,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
DOUGLASS Kate,OURO,2024-08-04,FEMININO,2001-11-17,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
HUSKE Torri,OURO,2024-08-04,FEMININO,2002-12-07,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
KING Lilly,OURO,2024-08-04,FEMININO,1997-02-10,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
SMITH Regan,OURO,2024-08-04,FEMININO,2002-02-09,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
WALSH Gretchen,OURO,2024-08-04,FEMININO,2003-01-29,United States,Swimming,Women's 4 x 100m Medley Relay,38.7945952,-106.5348379
ANDERSON Iona,PRATA,2024-08-04,FEMININO,2005-10-03,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
RAMSAY Ella,PRATA,2024-08-04,FEMININO,2004-07-12,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
PERKINS Alexandria,PRATA,2024-08-04,FEMININO,2000-07-27,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
HARRIS Meg,PRATA,2024-08-04,FEMININO,2002-03-07,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
McKEON Emma,PRATA,2024-08-04,FEMININO,1994-05-24,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
McKEOWN Kaylee,PRATA,2024-08-04,FEMININO,2001-07-12,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
O'CALLAGHAN Mollie,PRATA,2024-08-04,FEMININO,2004-04-02,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
STRAUCH Jenna,PRATA,2024-08-04,FEMININO,1997-03-24,Australia,Swimming,Women's 4 x 100m Medley Relay,-25.274398,133.775136
WANG Xueer,BRONZE,2024-08-04,FEMININO,1998-01-15,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
TANG Qianting,BRONZE,2024-08-04,FEMININO,2004-03-14,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
YU Yiting,BRONZE,2024-08-04,FEMININO,2005-09-05,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
WU Qingfeng,BRONZE,2024-08-04,FEMININO,2003-01-28,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
WAN Letian,BRONZE,2024-08-04,FEMININO,2004-08-12,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
YANG Junxuan,BRONZE,2024-08-04,FEMININO,2002-01-26,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
ZHANG Yufei,BRONZE,2024-08-04,FEMININO,1998-04-19,China,Swimming,Women's 4 x 100m Medley Relay,35.86166,104.195397
ERRANI Sara,OURO,2024-08-04,FEMININO,1987-04-29,Italy,Tennis,Women's Doubles,41.87194,12.56738
PAOLINI Jasmine,OURO,2024-08-04,FEMININO,1996-01-04,Italy,Tennis,Women's Doubles,41.87194,12.56738
ANDREEVA Mirra,PRATA,2024-08-04,FEMININO,2007-04-29,AIN,Tennis,Women's Doubles,46.2475706,5.1307681
SHNAIDER Diana,PRATA,2024-08-04,FEMININO,2004-04-02,AIN,Tennis,Women's Doubles,46.2475706,5.1307681
BUCSA Cristina,BRONZE,2024-08-04,FEMININO,1998-01-01,Spain,Tennis,Women's Doubles,40.463667,-3.74922
SORRIBES TORMO Sara,BRONZE,2024-08-04,FEMININO,1996-10-08,Spain,Tennis,Women's Doubles,40.463667,-3.74922
SLAGTER Arvin,OURO,2024-08-05,MASCULINO,1985-10-19,Netherlands,3x3 Basketball,Men,52.132633,5.291266
de JONG Worthy,OURO,2024-08-05,MASCULINO,1988-03-14,Netherlands,3x3 Basketball,Men,52.132633,5.291266
van der HORST Dimeo,OURO,2024-08-05,MASCULINO,1991-06-23,Netherlands,3x3 Basketball,Men,52.132633,5.291266
DRIESSEN Jan,OURO,2024-08-05,MASCULINO,1996-12-04,Netherlands,3x3 Basketball,Men,52.132633,5.291266
VERGIAT Timothe,PRATA,2024-08-05,MASCULINO,1998-03-07,France,3x3 Basketball,Men,46.227638,2.213749
SEGUELA Franck,PRATA,2024-08-05,MASCULINO,1997-05-30,France,3x3 Basketball,Men,46.227638,2.213749
DUSSOULIER Lucas,PRATA,2024-08-05,MASCULINO,1996-07-27,France,3x3 Basketball,Men,46.227638,2.213749
RAMBAUT Jules,PRATA,2024-08-05,MASCULINO,1998-04-06,France,3x3 Basketball,Men,46.227638,2.213749
DZIAUGYS Evaldas,BRONZE,2024-08-05,MASCULINO,1996-09-26,Lithuania,3x3 Basketball,Men,55.169438,23.881275
MATULIS Gintautas,BRONZE,2024-08-05,MASCULINO,1986-12-06,Lithuania,3x3 Basketball,Men,55.169438,23.881275
PUKELIS Aurelijus,BRONZE,2024-08-05,MASCULINO,1994-05-17,Lithuania,3x3 Basketball,Men,55.169438,23.881275
VINGELIS Sarunas,BRONZE,2024-08-05,MASCULINO,1989-11-16,Lithuania,3x3 Basketball,Men,55.169438,23.881275
BRUNCKHORST Svenja,OURO,2024-08-05,FEMININO,1991-10-19,Germany,3x3 Basketball,Women,51.165691,10.451526
GREINACHER Sonja,OURO,2024-08-05,FEMININO,1992-07-01,Germany,3x3 Basketball,Women,51.165691,10.451526
REICHERT Marie,OURO,2024-08-05,FEMININO,2001-04-16,Germany,3x3 Basketball,Women,51.165691,10.451526
MEVIUS Elisa,OURO,2024-08-05,FEMININO,2004-04-23,Germany,3x3 Basketball,Women,51.165691,10.451526
ALONSO Gracia,PRATA,2024-08-05,FEMININO,1992-08-11,Spain,3x3 Basketball,Women,40.463667,-3.74922
YGUERAVIDE Sandra,PRATA,2024-08-05,FEMININO,1984-12-28,Spain,3x3 Basketball,Women,40.463667,-3.74922
GIMENO Vega,PRATA,2024-08-05,FEMININO,1991-01-08,Spain,3x3 Basketball,Women,40.463667,-3.74922
CAMILION Juana,PRATA,2024-08-05,FEMININO,1999-03-22,Spain,3x3 Basketball,Women,40.463667,-3.74922
HAMBY Dearica,BRONZE,2024-08-05,FEMININO,1993-11-06,United States,3x3 Basketball,Women,38.7945952,-106.5348379
BURDICK Cierra,BRONZE,2024-08-05,FEMININO,1993-09-30,United States,3x3 Basketball,Women,38.7945952,-106.5348379
van LITH Hailey,BRONZE,2024-08-05,FEMININO,2001-09-09,United States,3x3 Basketball,Women,38.7945952,-106.5348379
HOWARD Rhyne,BRONZE,2024-08-05,FEMININO,2000-04-29,United States,3x3 Basketball,Women,38.7945952,-106.5348379
MARCHANT Katy,OURO,2024-08-05,FEMININO,1993-01-30,Great Britain,Cycling Track,Women's Team Sprint,55.378051,-3.435973
FINUCANE Emma,OURO,2024-08-05,FEMININO,2002-12-22,Great Britain,Cycling Track,Women's Team Sprint,55.378051,-3.435973
CAPEWELL Sophie,OURO,2024-08-05,FEMININO,1998-09-04,Great Britain,Cycling Track,Women's Team Sprint,55.378051,-3.435973
THOMAS Lowri,OURO,2024-08-05,FEMININO,1999-03-03,Great Britain,Cycling Track,Women's Team Sprint,55.378051,-3.435973
ANDREWS Ellesse,PRATA,2024-08-05,FEMININO,1999-12-31,New Zealand,Cycling Track,Women's Team Sprint,-40.900557,174.885971
PETCH Rebecca,PRATA,2024-08-05,FEMININO,1998-07-09,New Zealand,Cycling Track,Women's Team Sprint,-40.900557,174.885971
FULTON Shaane,PRATA,2024-08-05,FEMININO,2000-10-03,New Zealand,Cycling Track,Women's Team Sprint,-40.900557,174.885971
KING Olivia,PRATA,2024-08-05,FEMININO,2001-01-25,New Zealand,Cycling Track,Women's Team Sprint,-40.900557,174.885971
HINZE Emma,BRONZE,2024-08-05,FEMININO,1997-09-17,Germany,Cycling Track,Women's Team Sprint,51.165691,10.451526
FRIEDRICH Lea,BRONZE,2024-08-05,FEMININO,2000-01-07,Germany,Cycling Track,Women's Team Sprint,51.165691,10.451526
GRABOSCH Pauline,BRONZE,2024-08-05,FEMININO,1998-01-14,Germany,Cycling Track,Women's Team Sprint,51.165691,10.451526
PROEPSTER Alessa,BRONZE,2024-08-05,FEMININO,2001-03-04,Germany,Cycling Track,Women's Team Sprint,51.165691,10.451526
BACOSI Diana,OURO,2024-08-05,FEMININO,1983-07-13,Italy,Shooting,Skeet Mixed Team,41.87194,12.56738
ROSSETTI Gabriele,OURO,2024-08-05,MASCULINO,1995-03-07,Italy,Shooting,Skeet Mixed Team,41.87194,12.56738
SMITH Austen Jewell,PRATA,2024-08-05,FEMININO,2001-07-23,United States,Shooting,Skeet Mixed Team,38.7945952,-106.5348379
HANCOCK Vincent,PRATA,2024-08-05,MASCULINO,1989-03-19,United States,Shooting,Skeet Mixed Team,38.7945952,-106.5348379
JIANG Yiting,BRONZE,2024-08-05,FEMININO,2004-08-01,China,Shooting,Skeet Mixed Team,35.86166,104.195397
LYU Jianlin,BRONZE,2024-08-05,MASCULINO,1996-07-26,China,Shooting,Skeet Mixed Team,35.86166,104.195397
HELLWIG Tim,OURO,2024-08-05,MASCULINO,1999-06-30,Germany,Triathlon,Mixed Relay,51.165691,10.451526
TERTSCH Lisa,OURO,2024-08-05,FEMININO,1998-12-01,Germany,Triathlon,Mixed Relay,51.165691,10.451526
LUEHRS Lasse,OURO,2024-08-05,MASCULINO,1996-05-16,Germany,Triathlon,Mixed Relay,51.165691,10.451526
LINDEMANN Laura,OURO,2024-08-05,FEMININO,1996-06-26,Germany,Triathlon,Mixed Relay,51.165691,10.451526
RIDER Seth,PRATA,2024-08-05,MASCULINO,1997-03-06,United States,Triathlon,Mixed Relay,38.7945952,-106.5348379
SPIVEY Taylor,PRATA,2024-08-05,FEMININO,1991-04-13,United States,Triathlon,Mixed Relay,38.7945952,-106.5348379
PEARSON Morgan,PRATA,2024-08-05,MASCULINO,1993-09-22,United States,Triathlon,Mixed Relay,38.7945952,-106.5348379
KNIBB Taylor,PRATA,2024-08-05,FEMININO,1998-02-14,United States,Triathlon,Mixed Relay,38.7945952,-106.5348379
YEE Alex,BRONZE,2024-08-05,MASCULINO,1998-02-18,Great Britain,Triathlon,Mixed Relay,55.378051,-3.435973
TAYLOR-BROWN Georgia,BRONZE,2024-08-05,FEMININO,1994-03-15,Great Britain,Triathlon,Mixed Relay,55.378051,-3.435973
DICKINSON Samuel,BRONZE,2024-08-05,MASCULINO,1997-07-11,Great Britain,Triathlon,Mixed Relay,55.378051,-3.435973
POTTER Beth,BRONZE,2024-08-05,FEMININO,1991-12-27,Great Britain,Triathlon,Mixed Relay,55.378051,-3.435973
van den BERG Roy,OURO,2024-08-06,MASCULINO,1988-09-08,Netherlands,Cycling Track,Men's Team Sprint,52.132633,5.291266
LAVREYSEN Harrie,OURO,2024-08-06,MASCULINO,1997-03-14,Netherlands,Cycling Track,Men's Team Sprint,52.132633,5.291266
HOOGLAND Jeffrey,OURO,2024-08-06,MASCULINO,1993-03-16,Netherlands,Cycling Track,Men's Team Sprint,52.132633,5.291266
van LOON Tijmen,OURO,2024-08-06,MASCULINO,2001-03-20,Netherlands,Cycling Track,Men's Team Sprint,52.132633,5.291266
CARLIN Jack,PRATA,2024-08-06,MASCULINO,1997-04-23,Great Britain,Cycling Track,Men's Team Sprint,55.378051,-3.435973
TURNBULL Hamish,PRATA,2024-08-06,MASCULINO,1999-07-13,Great Britain,Cycling Track,Men's Team Sprint,55.378051,-3.435973
LOWE Ed,PRATA,2024-08-06,MASCULINO,2003-08-24,Great Britain,Cycling Track,Men's Team Sprint,55.378051,-3.435973
TRUMAN Joseph,PRATA,2024-08-06,MASCULINO,1997-02-14,Great Britain,Cycling Track,Men's Team Sprint,55.378051,-3.435973
GLAETZER Matthew,BRONZE,2024-08-06,MASCULINO,1992-08-24,Australia,Cycling Track,Men's Team Sprint,-25.274398,133.775136
RICHARDSON Matthew,BRONZE,2024-08-06,MASCULINO,1999-04-17,Australia,Cycling Track,Men's Team Sprint,-25.274398,133.775136
HOFFMAN Leigh,BRONZE,2024-08-06,MASCULINO,2000-06-11,Australia,Cycling Track,Men's Team Sprint,-25.274398,133.775136
CORNISH Thomas,BRONZE,2024-08-06,MASCULINO,2000-02-15,Australia,Cycling Track,Men's Team Sprint,-25.274398,133.775136
CHANG Hao,OURO,2024-08-07,FEMININO,1997-04-28,China,Artistic Swimming,Team,35.86166,104.195397
FENG Yu,OURO,2024-08-07,FEMININO,1999-09-30,China,Artistic Swimming,Team,35.86166,104.195397
WANG Qianyi,OURO,2024-08-07,FEMININO,1997-01-16,China,Artistic Swimming,Team,35.86166,104.195397
WANG Ciyue,OURO,2024-08-07,FEMININO,1999-11-14,China,Artistic Swimming,Team,35.86166,104.195397
WANG Liuyi,OURO,2024-08-07,FEMININO,1997-01-16,China,Artistic Swimming,Team,35.86166,104.195397
XIANG Binxuan,OURO,2024-08-07,FEMININO,2001-11-16,China,Artistic Swimming,Team,35.86166,104.195397
XIAO Yanning,OURO,2024-08-07,FEMININO,1998-02-23,China,Artistic Swimming,Team,35.86166,104.195397
ZHANG Yayi,OURO,2024-08-07,FEMININO,1997-05-06,China,Artistic Swimming,Team,35.86166,104.195397
CHENG Wentao,OURO,2024-08-07,FEMININO,1998-05-18,China,Artistic Swimming,Team,35.86166,104.195397
ALVAREZ Anita,PRATA,2024-08-07,FEMININO,1996-12-02,United States,Artistic Swimming,Team,38.7945952,-106.5348379
CZARKOWSKI Jaime,PRATA,2024-08-07,FEMININO,2003-12-05,United States,Artistic Swimming,Team,38.7945952,-106.5348379
FIELD Megumi,PRATA,2024-08-07,FEMININO,2005-10-15,United States,Artistic Swimming,Team,38.7945952,-106.5348379
HUNTER Keana,PRATA,2024-08-07,FEMININO,2004-03-04,United States,Artistic Swimming,Team,38.7945952,-106.5348379
KWON Audrey,PRATA,2024-08-07,FEMININO,2006-06-16,United States,Artistic Swimming,Team,38.7945952,-106.5348379
